,HMV23/000059/0923/1,HMV23/000059/0923/2,HMV23/000059/0923/3,HMV23/000059/0923/4,HMV23/000059/0923/5,HMV23/000059/0923/6,HMV23/000059/0923/7,HMV23/000059/0923/8,HMV23/000059/0923/9,HMV23/000059/0923/10,HMV23/000059/0923/11,HMV23/000059/0923/12,HMV23/000059/0923/13,HMV23/000059/0923/14,HMV23/000059/0923/15,HMV23/000059/0923/16,HMV23/000059/0923/17,HMV23/000059/0923/18,HMV23/000059/0923/19,HMV23/000059/0923/20,HMV23/000059/0923/21,HMV23/000055/0923/1,HMV23/000055/0923/2,HMV23/000055/0923/3,HMV23/000055/0923/4,HMV23/000055/0923/5,HMV23/000055/0923/6,HMV23/000055/0923/7,HMV23/000055/0923/8,HMV23/000055/0923/9,HMV23/000055/0923/10,HMV23/000055/0923/11,HMV23/000055/0923/12,HMV23/000055/0923/13,HMV23/000055/0923/14,HMV23/000055/0923/15,HMV23/000055/0923/16,HMV23/000055/0923/17,HMV23/000055/0923/18,HMV23/000055/0923/19,HMV23/000055/0923/20,HMV23/000055/0923/21,HMV23/000055/0923/22,HMV23/000055/0923/23,HMV23/000055/0923/24,HMV23/000055/0923/25,HMV23/000055/0923/26,HMV23/000043/0823/1,HMV23/000043/0823/2,HMV23/000043/0823/3,HMV23/000043/0823/4,HMV23/000043/0823/5,HMV23/000043/0823/6,HMV23/000043/0823/7,HMV23/000043/0823/8,HMV23/000043/0823/9,HMV23/000043/0823/10,HMV23/000043/0823/11,HMV23/000043/0823/12,HMV23/000043/0823/13,HMV23/000043/0823/14,HMV23/000043/0823/15
HMV23/000059/0923/11,0.043701083,0.035973015,0.208506762,0.020457735,0,0.05482493,0.056253375,0.112761062,0.137768958,0.101330162,1,0.047365643,0.062994019,0,0.037453232,0.023143028,0.099098889,0.083851893,0,0,0,0,0,0.030480432,0.030931096,0.028606925,0,0,0,0,0,0.045309756,0.051449867,0.13586769,0.137768958,0.804946481,0,0.176015843,0.12324227,0.020880605,0.020405344,0.018171799,0.098646502,0.01280047,0.038851134,0.099098889,0.049193174,0,0,0.012794364,0.040358651,0.01168311,0.027861753,0,0,0,0,0,0,0.049746068,0.022740817,0
HMV23/000059/0923/12,0.164083479,0.023512246,0.008455404,0.013371337,0.071499728,0.12139727,0.124560234,0.039339487,0.048064111,0.035351535,0.047365643,1,0.151248271,0.096648542,0.024479728,0.008074018,0.045082578,0,0,0,0.074785091,0.052769643,0.169679727,0.073917453,0.07501035,0.069374051,0.15524328,0.038128165,0,0,0,0.100328093,0.113923963,0.047400807,0.048064111,0.05884322,0,0.005989072,0.05606601,0.009536812,0.009319746,0.011877231,0.034415274,0.004465761,0.820238709,0.045082578,0.017162256,0,0,0.008362497,0,0.007636173,0.06756695,0.053399157,0.036588767,0.06505766,0.041714818,0.046377594,0.140173809,0,0.014863577,0.020257143
HMV23/000059/0923/13,0.131854755,0.031270152,0.023778212,0.017783233,0.047545594,0.093445271,0.095879956,0.05231962,0.063922948,0.19954903,0.062994019,0.151248271,1,0.064268949,0.032556856,0.04664094,0.059957654,0,0,0,0.077365793,0.035090539,0.15987069,0.062401138,0.063323762,0.058565597,0.103233035,0.02535431,0,0,0,0.07722732,0.087692711,0.063040785,0.063922948,0.078258643,0,0.025719652,0.116116713,0.00634175,0.006197406,0.015796144,0.045770654,0.045655207,0.124059686,0.059957654,0.022824973,0.012601782,0,0.011121717,0.010501856,0.010155741,0.084032603,0.035509151,0.062808438,0.078841289,0.027739347,0.056203517,0.093212201,0,0.019767841,0.013470511
HMV23/000059/0923/14,0.095802715,0,0,0,0.041746239,0.059712083,0.061267861,0,0,0,0,0.096648542,0.064268949,1,0,0,0,0,0,0.025490133,0.204820795,0.123449431,0.099070172,0.062194644,0.063114215,0.058371795,0.090641226,0.113912434,0.044911732,0.044911732,0,0.049348716,0.056036162,0,0,0,0,0,0,0.111726345,0.109183355,0,0,0,0.079274875,0,0,0,0,0.036671546,0,0.022324293,0.115464222,0.114942303,0.021503471,0.074936991,0.048049422,0.053420264,0.081842679,0.025531233,0,0.035715787
HMV23/000059/0923/15,0,0.108795463,0.016109492,0.213714302,0.014903375,0.015124238,0.015518294,0.074950785,0.064789365,0.027953368,0.037453232,0.024479728,0.032556856,0,1,0.149099106,0.073371692,0,0,0,0.031202192,0.021699476,0,0.037956476,0.038517676,0.035623447,0,0.039221913,0.038903772,0.038903772,0.513899061,0.012499341,0.014193178,0.063895246,0.064789365,0.046528847,0.150407198,0.011410561,0.044332836,0.024538616,0.023980096,0.236351371,0.027213042,0.114531281,0.02007922,0.073371692,0.060285486,0.066388102,0.061856781,0.029927452,0,0.027328104,0.065171766,0,0,0,0,0,0.029217773,0.096239007,0.011753013,0
HMV23/000059/0923/16,0.07926354,0.027240536,0.104255207,0.155259787,0.144897757,0.041665929,0.042751521,0.028183066,0.034433444,0.077009042,0.023143028,0.008074018,0.04664094,0,0.149099106,1,0.075282321,0,0,0.030386353,0.042806862,0.072001846,0.096817317,0.00519574,0.005272561,0.029029416,0.088537592,0.070072756,0.085717356,0.085717356,0,0.034434573,0.039100944,0.033958248,0.034433444,0.028751015,0,0.250449892,0.0762832,0.041168014,0.055383551,0.266842311,0.074969511,0.904244397,0.006622622,0.075282321,0.027702863,0.09598668,0.092020505,0.031248313,0.35699624,0.006206494,0.101176285,0.040596169,0.079198414,0.073232925,0.046934273,0.082022898,0.079943245,0.055756907,0.003876434,0.020116033
HMV23/000059/0923/17,0,0.034239085,0.113269005,0.055794121,0.010851338,0.069501483,0.07131232,0.176297609,0.197784621,0.132518483,0.099098889,0.045082578,0.059957654,0,0.073371692,0.075282321,1,0,0,0.015789899,0.028731432,0.051059203,0,0.063217072,0.06415176,0.059331379,0,0.058571206,0.067224875,0.067224875,0,0.057439111,0.06522292,0.195055112,0.197784621,0.123112395,0,0.027185347,0.117301887,0.039290353,0.03839607,0.049559716,0.129008822,0.049243253,0.036978476,0.967770758,0.060748935,0.142463986,0.117120087,0.042130532,0.190438501,0.030679375,0.054581777,0,0.040089729,0.037070037,0.01127946,0.026426083,0,0.130046978,0.032537454,0
HMV23/000059/0923/18,0,0,0,0,0,0,0.042725885,0,0.052319533,0,0.083851893,0,0,0,0,0,0,1,0.119444391,0.071559707,0,0,0,0,0,0,0,0,0,0,0,0,0.039077497,0,0.052319533,0.104170768,0,0,0,0,0,0,0,0.009722286,0,0,0,0.03488848,0.040234101,0,0,0.066498013,0,0,0,0,0,0,0,0,0.060994657,0.06390392
HMV23/000059/0923/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119444391,1,0.106381695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMV23/000059/0923/20,0,0.098616536,0.007955422,0.018732918,0.025162954,0.026796509,0.027494683,0,0,0,0,0,0,0.025490133,0,0.030386353,0.015789899,0.071559707,0.106381695,1,0,0.257780432,0,0.027910588,0.028323256,0.026195039,0.027317443,0.186256612,0.091203437,0.091203437,0,0.022145824,0.025146896,0,0,0,0,0.005634928,0,0.056108753,0.054831669,0.027814622,0,0.021008465,0,0.015789899,0,0.05965638,0,0.035146964,0.029924609,0.021396184,0.025512693,0.031176437,0,0,0.014481129,0.016099793,0.024665738,0.040903245,0,0
HMV23/000059/0923/21,0.094728085,0,0.011350507,0,0.03230257,0.046204251,0.047408087,0,0,0,0,0.074785091,0.077365793,0.204820795,0.031202192,0.042806862,0.028731432,0,0,0,1,0.147729121,0.119258873,0.048125218,0.048836767,0.045167158,0.070136726,0.14999771,0.04290667,0.04290667,0,0.038185244,0.043359883,0,0,0,0,0.016079421,0.037631416,0.113509816,0.110926232,0.031867314,0,0.059932739,0.061341626,0.028731432,0,0.054759169,0.096696968,0.100407249,0.009511053,0.009733169,0.124432736,0.168717685,0.056882744,0.090207789,0.037179871,0.064306344,0.063328552,0.022262725,0,0.024399257
HMV23/000055/0923/1,0.068426501,0.130949404,0.029603608,0.03276842,0.227350409,0.032602512,0.03345196,0.034871559,0.021302648,0,0,0.052769643,0.035090539,0.123449431,0.021699476,0.072001846,0.051059203,0,0,0.257780432,0.147729121,1,0.087428684,0.07954544,0.080721548,0.074656108,0.275361639,0.748987708,0.34346192,0.34346192,0,0.026944163,0.030595477,0.021008663,0.021302648,0,0.028750533,0.027260139,0,0.150908416,0.147473608,0.041583928,0,0.049206976,0.043283704,0.051059203,0.024058776,0.087442695,0.071394933,0.046655096,0.029771712,0.030658214,0.18600613,0.149053883,0.167883751,0.174875742,0.106722323,0.089106565,0.123003878,0.06115192,0,0.012739866
HMV23/000055/0923/2,0.29959679,0,0.019319436,0,0.37017956,0.104832723,0.107564104,0,0,0,0,0.169679727,0.15987069,0.099070172,0,0.096817317,0,0,0,0,0.119258873,0.087428684,1,0.055348108,0.056166451,0.051946088,0.6554682,0.0631707,0.023891815,0.023891815,0,0.086638416,0.098379143,0,0,0,0,0.037622961,0.064051564,0.022328584,0.021820366,0,0,0.091807183,0.13917788,0,0,0.019425566,0,0,0.028319771,0,0.123382301,0.077531394,0.14126646,0.16263305,0.069113062,0.115936073,0.766208378,0,0,0.020764706
HMV23/000055/0923/3,0.053522659,0.178806842,0.013110331,0.042134093,0.054632449,0.076281949,0.078269449,0.060996933,0.052727301,0.022749191,0.030480432,0.073917453,0.062401138,0.062194644,0.037956476,0.00519574,0.063217072,0,0,0.027910588,0.048125218,0.07954544,0.055348108,1,0.521614753,0.482420473,0.05063906,0.057474743,0.012656271,0.012656271,0,0.063042789,0.071585976,0.051999643,0.052727301,0.037866408,0.029418256,0.009286217,0.036079236,0.016653157,0.016274117,0.037426052,0.022146694,0.002873777,0.060629956,0.063217072,0.035661678,0.116333792,0.039763333,0.012966277,0.011340092,0.011840091,0.05999756,0.03436308,0.128516007,0.138929385,0.026844049,0.099038463,0.069501722,0.015842127,0.009564913,0.013035745
HMV23/000055/0923/4,0.054314011,0.26740874,0.013304172,0.042757061,0.05544021,0.077409806,0.079426692,0.061898795,0.053506894,0.023085546,0.030931096,0.07501035,0.063323762,0.063114215,0.038517676,0.005272561,0.06415176,0,0,0.028323256,0.048836767,0.080721548,0.056166451,0.521614753,1,0.637136517,0.051387777,0.058324528,0.012843398,0.012843398,0,0.0639749,0.072644401,0.052768477,0.053506894,0.038426277,0.029853215,0.009423517,0.036612681,0.01689938,0.016514736,0.03797941,0.022474142,0.002916267,0.061526392,0.06415176,0.036188949,0.08202952,0.040351248,0.013157988,0.011507759,0.012015151,0.060884646,0.034871151,0.130416164,0.140983507,0.027240949,0.100502784,0.070529331,0.016076358,0.009706334,0.013228484
HMV23/000055/0923/5,0.050232841,0.247315572,0.012304493,0.039544284,0.051274417,0.071593211,0.073458548,0.057247702,0.049486371,0.021350892,0.028606925,0.069374051,0.058565597,0.058371795,0.035623447,0.029029416,0.059331379,0,0,0.026195039,0.045167158,0.074656108,0.051946088,0.482420473,0.637136517,1,0.047526485,0.053942007,0.011878342,0.011878342,0,0.059167808,0.06718588,0.048803439,0.049486371,0.035538916,0.027610036,0.008715431,0.033861593,0.015629556,0.015273814,0.035125627,0.020785428,0.016056246,0.056903282,0.059331379,0.033469701,0.075865798,0.037319244,0.012169293,0.031837881,0.011112329,0.056309756,0.032250923,0.120616657,0.130389967,0.025194056,0.092950976,0.065229737,0.014868376,0.008976997,0.012234492
HMV23/000055/0923/6,0.242031224,0,0.013245681,0,0.575188737,0.095913496,0.09841249,0,0,0,0,0.15524328,0.103233035,0.090641226,0,0.088537592,0,0,0,0.027317443,0.070136726,0.275361639,0.6554682,0.05063906,0.051387777,0.047526485,1,0.198959733,0.194426402,0.194426402,0,0.079267171,0.09000899,0,0,0,0,0.018764173,0,0.04901484,0.047899219,0.018606091,0,0.062961911,0.127336548,0,0,0.039955336,0,0,0.044396385,0,0.117294437,0.12284337,0.135533256,0.154608496,0.123245507,0.097106856,0.58255579,0.027361489,0,0.018998033
HMV23/000055/0923/7,0.049440868,0.094616151,0.032158972,0.040706831,0.164269711,0.023556611,0.024170371,0.025196088,0.01539201,0,0,0.038128165,0.02535431,0.113912434,0.039221913,0.070072756,0.058571206,0,0,0.186256612,0.14999771,0.748987708,0.0631707,0.057474743,0.058324528,0.053942007,0.198959733,1,0.584704929,0.584704929,0,0.019468229,0.022106449,0.015179594,0.01539201,0,0.020773403,0.04080425,0,0.231058937,0.225799832,0.045173424,0,0.041241793,0.031274197,0.058571206,0.017383422,0.095887176,0.087133244,0.041752725,0.021511246,0.029495805,0.176647966,0.125781299,0.121302685,0.126354677,0.077111122,0.064383036,0.088875193,0.060982722,0,0.00920506
HMV23/000055/0923/8,0.011551917,0.054392812,0.03189812,0.040376645,0.19000076,0,0,0.096378322,0.058876446,0,0,0,0,0.044911732,0.038903772,0.085717356,0.067224875,0,0,0.091203437,0.04290667,0.34346192,0.023891815,0.012656271,0.012843398,0.011878342,0.194426402,0.584704929,1,1,0,0,0,0.058063927,0.058876446,0,0.020604904,0.040473274,0,0.261585124,0.255631216,0.044807009,0,0.049874711,0,0.067224875,0,0.09627017,0.035259229,0.041414056,0.034193645,0.029256556,0.215409847,0.146339644,0.153954638,0.14235826,0.102867404,0.056816997,0.056128986,0.060488072,0.026971891,0
HMV23/000055/0923/9,0.011551917,0.054392812,0.03189812,0.040376645,0.19000076,0,0,0.096378322,0.058876446,0,0,0,0,0.044911732,0.038903772,0.085717356,0.067224875,0,0,0.091203437,0.04290667,0.34346192,0.023891815,0.012656271,0.012843398,0.011878342,0.194426402,0.584704929,1,1,0,0,0,0.058063927,0.058876446,0,0.020604904,0.040473274,0,0.261585124,0.255631216,0.044807009,0,0.049874711,0,0.067224875,0,0.09627017,0.035259229,0.041414056,0.034193645,0.029256556,0.215409847,0.146339644,0.153954638,0.14235826,0.102867404,0.056816997,0.056128986,0.060488072,0.026971891,0
HMV23/000055/0923/10,0,0,0,0.26144766,0,0,0,0,0,0,0,0,0,0,0.513899061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.135510097,0,0,0,0,0.215130441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMV23/000055/0923/11,0.083780974,0.012005345,0.011859474,0.042944724,0.036507739,0.673021041,0.250801386,0.207628791,0.132120427,0.100176583,0.045309756,0.100328093,0.07722732,0.049348716,0.012499341,0.034434573,0.057439111,0,0,0.022145824,0.038185244,0.026944163,0.086638416,0.063042789,0.0639749,0.059167808,0.079267171,0.019468229,0,0,0,1,0.22938531,0.190236257,0.132120427,0.056289153,0,0.008400218,0.053632487,0.004869494,0.00475866,0.021148178,0.097523475,0.056634315,0.082292985,0.057439111,0.047176252,0.012167303,0,0.142490528,0.008997864,0.092448219,0.034499664,0.027265593,0.018682213,0.033218421,0.021299573,0.023680385,0.071572704,0,0.007589338,0.010343291
HMV23/000055/0923/12,0.095134476,0.013632239,0.0134666,0.04876434,0.041455052,0.27755686,0.914609419,0.122792059,0.197988971,0.113751922,0.051449867,0.113923963,0.087692711,0.056036162,0.014193178,0.039100944,0.06522292,0.039077497,0,0.025146896,0.043359883,0.030595477,0.098379143,0.071585976,0.072644401,0.06718588,0.09000899,0.022106449,0,0,0,0.22938531,1,0.147954206,0.197988971,0.063917127,0,0.009538566,0.060900445,0.005529379,0.005403525,0.024014054,0.11073928,0.073222049,0.093444845,0.06522292,0.0535693,0.013816144,0.036884944,0.161800003,0.010217201,0.165938857,0.039174855,0.030960465,0.021213916,0.037719985,0.024185965,0.026889411,0.081271814,0,0.0086178,0.011744952
HMV23/000055/0923/13,0,0.061369994,0.044685886,0.034900914,0.014428919,0.230186398,0.161767638,0.849003609,0.922867966,0.393555429,0.13586769,0.047400807,0.063040785,0,0.063895246,0.033958248,0.195055112,0,0,0,0,0.021008663,0,0.051999643,0.052768477,0.048803439,0,0.015179594,0.058063927,0.058063927,0,0.190236257,0.147954206,1,0.922867966,0.168790961,0.034997277,0.03165159,0.160824571,0.022596222,0.022081912,0.031001105,0.383132385,0.054838139,0.038879976,0.195055112,0.141464642,0.058761007,0,0.250674099,0.010918661,0.196131468,0.047532175,0,0.040004927,0.036991622,0.023718941,0.026370184,0.028287611,0.018846505,0.102023693,0
HMV23/000055/0923/14,0,0.062228776,0.045311199,0.035389301,0.01463083,0.159866082,0.216473793,0.709627968,1,0.399062657,0.137768958,0.048064111,0.063922948,0,0.064789365,0.034433444,0.197784621,0.052319533,0,0,0,0.021302648,0,0.052727301,0.053506894,0.049486371,0,0.01539201,0.058876446,0.058876446,0,0.132120427,0.197988971,0.922867966,1,0.171152941,0.035487012,0.032094507,0.163075074,0.022912422,0.022390916,0.031434919,0.388493758,0.067538813,0.039424044,0.197784621,0.143444231,0.059583281,0.049383999,0.254181914,0.011071452,0.280496797,0.048197317,0,0.040564737,0.037509266,0.024050852,0.026739196,0.028683454,0.019110234,0.103451364,0
HMV23/000055/0923/15,0,0.044689946,0.229114263,0.025415026,0,0.068110031,0.069884615,0.140085166,0.171152941,0.125884347,0.804946481,0.05884322,0.078258643,0,0.046528847,0.028751015,0.123112395,0.104170768,0,0,0,0,0,0.037866408,0.038426277,0.035538916,0,0,0,0,0,0.056289153,0.063917127,0.168790961,0.171152941,1,0,0.218667759,0.153106167,0,0,0.022575164,0.122550387,0.015902262,0.048265487,0.123112395,0.061113596,0,0,0.015894676,0,0.014514145,0.034613175,0,0,0,0,0,0,0,0.028251341,0
HMV23/000055/0923/16,0,0.034719434,0.012485699,0.082155544,0.019746098,0,0,0.058090781,0.035487012,0,0,0,0,0,0.150407198,0,0,0,0,0,0,0.028750533,0,0.029418256,0.029853215,0.027610036,0,0.020773403,0.020604904,0.020604904,0.135510097,0,0,0.034997277,0.035487012,0,1,0.008843782,0,0,0,0.072975528,0,0,0,0,0,0.012554289,0,0.012348508,0,0.011275979,0.026890832,0,0,0,0,0,0.038711836,0.025791602,0,0
HMV23/000055/0923/17,0.018191054,0.010959595,0.853923007,0.082848032,0.020930444,0.010164288,0.010429115,0.031632012,0.032094507,0.018786142,0.176015843,0.005989072,0.025719652,0,0.011410561,0.250449892,0.027185347,0,0,0.005634928,0.016079421,0.027260139,0.037622961,0.009286217,0.009423517,0.008715431,0.018764173,0.04080425,0.040473274,0.040473274,0,0.008400218,0.009538566,0.03165159,0.032094507,0.218667759,0.008843782,1,0.044496475,0.012688555,0.012399752,0.189227445,0.018288604,0.274235077,0.004912468,0.027185347,0.009120186,0.021982972,0,0.003897951,0.024161872,0.003559395,0.030078292,0.00860373,0.0307763,0.028458126,0.009946993,0.02581634,0.024090989,0.070163874,0.002875426,0
HMV23/000055/0923/18,0.030969532,0.042580725,0.045754207,0.024215518,0,0.064895457,0.066586286,0.133473598,0.163075074,0.119943011,0.12324227,0.05606601,0.116116713,0,0.044332836,0.0762832,0.117301887,0,0,0,0.037631416,0,0.064051564,0.036079236,0.036612681,0.033861593,0,0,0,0,0,0.053632487,0.060900445,0.160824571,0.163075074,0.153106167,0,0.044496475,1,0,0,0.021509689,0.116766403,0.069233151,0.045987511,0.117301887,0.058229231,0.01715991,0,0.015144499,0.01430043,0.013829124,0.069735451,0,0.052395402,0.048448805,0,0.034537656,0,0,0.026917968,0
